S/N,Journal ID,Journal Title,eISSN,Journal Imprint,Main Discipline,Publishing Model,OA License,URL
1878,11528,TechTrends,1559-7075,Springer,Education,Springer Hybrid,CC BY,https://springer.com/11528
1879,11235,Telecommunication Systems,1572-9451,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/11235
1880,11233,Tertiary Education and Management,1573-1936,Springer,Education,Springer Hybrid,CC BY,https://springer.com/11233
1881,11749,Test,1863-8260,Springer,Statistics,Springer Hybrid,CC BY,https://springer.com/11749
1882,41208,Thalassas: An International Journal of Marine Sciences,2366-1674,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/41208
1883,12248,The AAPS Journal,1550-7416,Springer,Biomedicine,Springer Hybrid,CC BY,https://springer.com/12248
1884,12108,The American Sociologist,1936-4784,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/12108
1885,40616,The Analysis of Verbal Behavior,2196-8926,Springer,Psychology,Springer Hybrid,CC BY,https://springer.com/40616
1886,168,The Annals of Regional Science,1432-0592,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/168
1887,40299,The Asia-Pacific Education Researcher,2243-7908,Springer,Education,Springer Hybrid,CC BY,https://springer.com/40299
1888,159,The Astronomy and Astrophysics Review,1432-0754,Springer,Physics,Springer Hybrid,CC BY-NC-ND,https://springer.com/159
1889,13384,The Australian Educational Researcher,2210-5328,Springer,Education,Springer Hybrid,CC BY,https://springer.com/13384
1890,44020,The Australian Journal of Language and Literacy,1839-4728,Springer,Education,Springer Hybrid,CC BY,https://springer.com/44020
1891,12229,The Botanical Review,1874-9372,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/12229
1892,12311,The Cerebellum,1473-4230,Springer,Biomedicine,Springer Hybrid,CC BY-NC-ND,https://springer.com/12311
1893,41287,The European Journal of Development Research,1743-9728,Palgrave Macmillan,Social Sciences,Springer Hybrid,CC BY,https://springer.com/41287
1894,10198,The European Journal of Health Economics,1618-7601,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/10198
1895,10050,The European Physical Journal A,1434-601X,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/10050
1896,10051,The European Physical Journal B,1434-6036,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/10051
1897,10053,The European Physical Journal D,1434-6079,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/10053
1898,10189,The European Physical Journal E,1292-895X,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/10189
1899,13129,The European Physical Journal H,2102-6467,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/13129
1900,13360,The European Physical Journal Plus,2190-5444,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/13360
1901,11734,The European Physical Journal Special Topics,1951-6401,Springer,Physics,Springer Hybrid,CC BY,https://springer.com/11734
1902,41288,The GENEVA Papers on Risk and Insurance - Issues and Practice,1468-0440,Palgrave Macmillan,Finance,Springer Hybrid,CC BY,https://springer.com/41288
1903,10713,The GENEVA Risk and Insurance Review,1554-9658,Palgrave Macmillan,Finance,Springer Hybrid,CC BY,https://springer.com/10713
1904,41027,The Indian Journal of Labour Economics,0019-5308,Springer,Economics,Springer Hybrid,CC BY,https://springer.com/41027
1905,170,The International Journal of Advanced Manufacturing Technology,1433-3015,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/170
1906,10554,The International Journal of Cardiovascular Imaging,1875-8312,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/10554
1907,11367,The International Journal of Life Cycle Assessment,1614-7502,Springer,Environment,Springer Hybrid,CC BY-NC-ND,https://springer.com/11367
1908,40318,The International Sports Law Journal,2213-5154,Springer,Law,Springer Hybrid,CC BY,https://springer.com/40318
1909,42973,The Japanese Economic Review,1468-5876,Springer,Economics,Springer Hybrid,CC BY,https://springer.com/42973
1910,41478,The Journal of Analysis,2367-2501,Springer,Mathematics,Springer Hybrid,CC BY,https://springer.com/41478
1911,41429,The Journal of Antibiotics,1881-1469,Springer Nature,Life Sciences,Springer Hybrid,CC BY,https://springer.com/41429
1912,11414,The Journal of Behavioral Health Services & Research,1556-3308,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/11414
1913,43493,The Journal of East Asian Philosophy,2730-5414,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/43493
1914,10888,The Journal of Economic Inequality,1573-8701,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/10888
1915,10892,The Journal of Ethics,1572-8609,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/10892
1916,12220,The Journal of Geometric Analysis,1559-002X,Springer,Mathematics,Springer Hybrid,CC BY,https://springer.com/12220
1917,232,The Journal of Membrane Biology,1432-1424,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/232
1918,13224,The Journal of Obstetrics and Gynecology of India,0975-6434,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/13224
1919,11146,The Journal of Real Estate Finance and Economics,1573-045X,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11146
1920,11227,The Journal of Supercomputing,1573-0484,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/11227
1921,10961,The Journal of Technology Transfer,1573-7047,Springer,Business and Management,Springer Hybrid,CC BY-NC-ND,https://springer.com/10961
1922,40295,The Journal of the Astronautical Sciences,2195-0571,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/40295
1923,10790,The Journal of Value Inquiry,1573-0492,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/10790
1924,283,The Mathematical Intelligencer,1866-7414,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/283
1925,13237,The Nucleus,0976-7975,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/13237
1926,40271,The Patient - Patient-Centered Outcomes Research,1178-1661,Adis,Medicine & Public Health,Springer Hybrid,CC BY-NC,https://springer.com/40271
1927,41397,The Pharmacogenomics Journal,1473-1150,Springer Nature,Biomedicine,Springer Hybrid,CC BY-NC-ND,https://springer.com/41397
1928,10930,The Protein Journal,1875-8355,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/10930
1929,40732,The Psychological Record,2163-3452,Springer,Psychology,Springer Hybrid,CC BY,https://springer.com/40732
1930,11139,The Ramanujan Journal,1572-9303,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11139
1931,11138,The Review of Austrian Economics,1573-7128,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11138
1932,11558,The Review of International Organizations,1559-744X,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11558
1933,12626,The Review of Socionetwork Strategies,1867-3236,Springer,Business and Management,Springer Hybrid,CC BY,https://springer.com/12626
1934,114,The Science of Nature,1432-1904,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/114
1935,11256,The Urban Review,1573-1960,Springer,Education,Springer Hybrid,CC BY-NC-ND,https://springer.com/11256
1936,371,The Visual Computer,1432-2315,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/371
1937,778,The VLDB Journal,0949-877X,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/778
1938,704,Theoretical and Applied Climatology,1434-4483,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/704
1939,122,Theoretical and Applied Genetics,1432-2242,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/122
1940,162,Theoretical and Computational Fluid Dynamics,1432-2250,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/162
1941,40626,Theoretical and Experimental Plant Physiology,2197-0025,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/40626
1942,214,Theoretical Chemistry Accounts,1432-2234,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/214
1943,12080,Theoretical Ecology,1874-1746,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/12080
1944,11017,Theoretical Medicine and Bioethics,1573-1200,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/11017
1945,11238,Theory and Decision,1573-7187,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11238
1946,11186,Theory and Society,1573-7853,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11186
1947,12064,Theory in Biosciences,1611-7530,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/12064
1948,224,Theory of Computing Systems,1433-0490,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/224
1949,43441,Therapeutic Innovation & Regulatory Science,2168-4804,Springer,Pharmacy,Springer Hybrid,CC BY,https://springer.com/43441
1950,13770,Tissue Engineering and Regenerative Medicine,2212-5469,"Korean Tissue Engineering and Regenerative Medicine Society, co-published with Springer",Life Sciences,Springer Hybrid,CC BY,https://springer.com/13770
1951,11750,TOP,1863-8279,Springer,Business and Management,Springer Hybrid,CC BY,https://springer.com/11750
1952,11244,Topics in Catalysis,1572-9028,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/11244
1953,41061,Topics in Current Chemistry,2364-8961,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/41061
1954,11245,Topoi,1572-8749,Springer,Philosophy,Springer Hybrid,CC BY-NC-ND,https://springer.com/11245
1955,43188,Toxicological Research,2234-2753,Springer,Biomedicine,Springer Hybrid,CC BY,https://springer.com/43188
1956,13530,Toxicology and Environmental Health Sciences,2233-7784,"Korean Society of Environmental Risk Assessment and Health Science, co-published with Springer",Biomedicine,Springer Hybrid,CC BY,https://springer.com/13530
1957,12666,Transactions of the Indian Institute of Metals,0975-1645,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/12666
1958,41403,Transactions of the Indian National Academy of Engineering,2662-5423,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/41403
1959,12209,Transactions of Tianjin University,1995-8196,Springer,Engineering,Springer Hybrid,CC BY,https://springer.com/12209
1960,42341,Transactions on Electrical and Electronic Materials,2092-7592,"Korean Institute of Electrical and Electronic Material Engineers, co-published with Springer",Materials Science,Springer Hybrid,CC BY,https://springer.com/42341
1961,31,Transformation Groups,1531-586X,Birkhäuser,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/31
1962,11248,Transgenic Research,1573-9368,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11248
1963,11243,Transition Metal Chemistry,1572-901X,Springer,Chemistry,Springer Hybrid,CC BY-NC-ND,https://springer.com/11243
1964,12975,Translational Stroke Research,1868-601X,Springer,Biomedicine,Springer Hybrid,CC BY-NC-ND,https://springer.com/12975
1965,11242,Transport in Porous Media,1573-1634,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11242
1966,11116,Transportation,1572-9435,Springer,Economics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11116
1967,40890,Transportation in Developing Economies,2199-9295,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/40890
1968,40515,Transportation Infrastructure Geotechnology,2196-7210,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/40515
1969,11295,Tree Genetics & Genomes,1614-2950,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11295
1970,468,Trees,1432-2285,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/468
1971,12117,Trends in Organized Crime,1936-4830,Springer,Criminology and Criminal Justice,Springer Hybrid,CC BY-NC-ND,https://springer.com/12117
1972,43076,Trends in Psychology,2358-1883,Springer,Psychology,Springer Hybrid,CC BY,https://springer.com/43076
1973,11249,Tribology Letters,1573-2711,Springer,Materials Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/11249
1974,11250,Tropical Animal Health and Production,1573-7438,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11250
1975,42965,Tropical Ecology,2661-8982,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/42965
1976,12042,Tropical Plant Biology,1935-9764,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/12042
1977,40858,Tropical Plant Pathology,1983-2052,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/40858
1978,42864,Tungsten,2661-8036,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/42864
1979,11253,Ukrainian Mathematical Journal,1573-9376,Springer,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/11253
1980,10209,Universal Access in the Information Society,1615-5297,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/10209
1981,42010,Unterrichtswissenschaft,2520-873X,Springer,Education,Springer Hybrid,CC BY,https://springer.com/42010
1982,13304,Updates in Surgery,2038-3312,Springer,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/13304
1983,41289,Urban Design International,1468-4519,Palgrave Macmillan,Architecture / Design,Springer Hybrid,CC BY-NC-ND,https://springer.com/41289
1984,11252,Urban Ecosystems,1573-1642,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11252
1985,12132,Urban Forum,1874-6330,Springer,Social Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/12132
1986,240,Urolithiasis,2194-7236,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/240
1987,41973,Urologie in der Praxis,2661-8745,SpringerMedizin,Medicine & Public Health,Springer Hybrid,CC BY,https://springer.com/41973
1988,11257,User Modeling and User-Adapted Interaction,1573-1391,Springer,Computer Science,Springer Hybrid,CC BY-NC-ND,https://springer.com/11257
1989,334,Vegetation History and Archaeobotany,1617-6278,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/334
1990,42535,Vegetos,2229-4473,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/42535
1991,11259,Veterinary Research Communications,1573-7446,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11259
1992,10013,Vietnam Journal of Mathematics,2305-2228,Springer,Mathematics,Springer Hybrid,CC BY,https://springer.com/10013
1993,428,Virchows Archiv,1432-2307,Springer,Medicine & Public Health,Springer Hybrid,CC BY-NC-ND,https://springer.com/428
1994,11262,Virus Genes,1572-994X,Springer,Biomedicine,Springer Hybrid,CC BY-NC-ND,https://springer.com/11262
1995,13337,VirusDisease,2347-3517,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/13337
1996,11266,VOLUNTAS: International Journal of Voluntary and Nonprofit Organizations,1573-7888,Springer,Social Sciences,Springer Hybrid,CC BY,https://springer.com/11266
1997,12649,Waste and Biomass Valorization,1877-265X,Springer,Engineering,Springer Hybrid,CC BY-NC-ND,https://springer.com/12649
1998,42768,Waste Disposal & Sustainable Energy,2524-7891,Springer,Environment,Springer Hybrid,CC BY,https://springer.com/42768
1999,41101,Water Conservation Science and Engineering,2364-5687,Springer,Environment,Springer Hybrid,CC BY-NC-ND,https://springer.com/41101
2000,12685,Water History,1877-7244,Springer,Environment,Springer Hybrid,CC BY-NC-ND,https://springer.com/12685
2001,11269,Water Resources Management,1573-1650,Springer,Earth Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11269
2002,42286,Water Waves,2523-3688,Birkhäuser,Mathematics,Springer Hybrid,CC BY-NC-ND,https://springer.com/42286
2003,11270,"Water, Air, & Soil Pollution",1573-2932,Springer,Environment,Springer Hybrid,CC BY-NC-ND,https://springer.com/11270
2004,40194,Welding in the World,1878-6669,Springer,Materials Science,Springer Hybrid,CC BY,https://springer.com/40194
2005,13157,Wetlands,1943-6246,Springer,Life Sciences,Springer Hybrid,CC BY,https://springer.com/13157
2006,11273,Wetlands Ecology and Management,1572-9834,Springer,Life Sciences,Springer Hybrid,CC BY-NC-ND,https://springer.com/11273
