Order (# NIH papers 01-07/2025),Journal,ISSN1,ISSN2,ISSN3,ISSN4,Publisher,Publications acknowledging NIH funding (01-07/2025),Journal OA status,Publisher type,APC 2025 (USD),APC category,Total APCs (based on 01-07/2025),APCs covered by $2k cap,% covered by $2k cap,APCs not covered by $2k cap,APCs covered by $3k cap,% covered by $3k cap,APCs not covered by $3k cap,APCs covered by $6 cap,% covered by $6 cap,APCs not covered by $6 cap
1868,BJU International,1464-4096,1464-410X,,,Wiley,6,hybrid,for profit,4770,"$4,001-$5,000",28620,12000,0.419287212,16620,18000,0.628930818,10620,28620,1,0
1869,Brain and Language,0093-934X,1090-2155,,,Elsevier,6,hybrid,for profit,3170,"$3,001-$4,000",19020,12000,0.630914826,7020,18000,0.94637224,1020,19020,1,0
1870,The Lancet Healthy Longevity,2666-7568,,,,Elsevier,6,gold,for profit,6680,"$6,001-$7,000",40080,12000,0.299401198,28080,18000,0.449101796,22080,36000,0.898203593,4080
1871,Frontiers in Neuroanatomy,1662-5129,,,,Frontiers,6,gold,for profit,3937.5,"$3,001-$4,000",23625,12000,0.507936508,11625,18000,0.761904762,5625,23625,1,0
1872,Aging and Health Research,2667-0321,,,,Elsevier,6,gold,for profit,2380,"$2,001-$3,000",14280,12000,0.840336134,2280,14280,1,0,14280,1,0
1873,Biological Psychology,0301-0511,1873-6246,,,Elsevier,6,hybrid,for profit,3440,"$3,001-$4,000",20640,12000,0.581395349,8640,18000,0.872093023,2640,20640,1,0
1874,Biophysical Reviews,1867-2450,1867-2469,,,Springer Nature,6,hybrid,for profit,3990,"$3,001-$4,000",23940,12000,0.501253133,11940,18000,0.751879699,5940,23940,1,0
1875,Neurobiology of Sleep and Circadian Rhythms,2451-9944,,,,Elsevier,6,gold,for profit,2510,"$2,001-$3,000",15060,12000,0.796812749,3060,15060,1,0,15060,1,0
1876,Neurobiology of Pain,2452-073X,,,,Elsevier,6,gold,for profit,2160,"$2,001-$3,000",12960,12000,0.925925926,960,12960,1,0,12960,1,0
1878,Psychiatry and Clinical Neurosciences,1323-1316,1440-1819,,,Wiley,6,hybrid,for profit,3240,"$3,001-$4,000",19440,12000,0.617283951,7440,18000,0.925925926,1440,19440,1,0
1879,Journal of Asthma,0277-0903,1532-4303,,,Taylor & Francis,6,hybrid,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1880,Brain and Cognition,0278-2626,1090-2147,,,Elsevier,6,hybrid,for profit,3180,"$3,001-$4,000",19080,12000,0.628930818,7080,18000,0.943396226,1080,19080,1,0
1881,Systematic Reviews,2046-4053,,,,Springer Nature,6,gold,for profit,3090,"$3,001-$4,000",18540,12000,0.647249191,6540,18000,0.970873786,540,18540,1,0
1882,Health Promotion International,0957-4824,1460-2245,,,Oxford University Press (OUP),6,hybrid,not for profit,5303.61,"$5,001-$6,000",31821.66,12000,0.377101635,19821.66,18000,0.565652452,13821.66,31821.66,1,0
1883,The Journal of Climate Change and Health,2667-2782,,,,Elsevier,6,gold,for profit,2200,"$2,001-$3,000",13200,12000,0.909090909,1200,13200,1,0,13200,1,0
1884,Cells and Development,2667-2901,1872-6356,,,Elsevier,6,hybrid,for profit,3450,"$3,001-$4,000",20700,12000,0.579710145,8700,18000,0.869565217,2700,20700,1,0
1885,Marine Drugs,1660-3397,1660-3397,,,MDPI,6,gold,for profit,3625,"$3,001-$4,000",21750,12000,0.551724138,9750,18000,0.827586207,3750,21750,1,0
1886,Organic Syntheses,0078-6209,2333-3553,2333-3553,,Organic Syntheses,6,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1887,Journal of Medical Primatology,0047-2565,1600-0684,,,Wiley,6,hybrid,for profit,3350,"$3,001-$4,000",20100,12000,0.597014925,8100,18000,0.895522388,2100,20100,1,0
1888,Journal of Youth and Adolescence,0047-2891,1573-6601,,,Springer Nature,6,hybrid,for profit,3890,"$3,001-$4,000",23340,12000,0.514138817,11340,18000,0.771208226,5340,23340,1,0
1889,Chemosphere,0045-6535,1879-1298,,,Elsevier,6,hybrid,for profit,4010,"$4,001-$5,000",24060,12000,0.498753117,12060,18000,0.748129676,6060,24060,1,0
1890,BMC Ophthalmology,1471-2415,,,,Springer Nature,6,gold,for profit,2990,"$2,001-$3,000",17940,12000,0.668896321,5940,17940,1,0,17940,1,0
1891,Injury Epidemiology,2197-1714,,,,Springer Nature,6,gold,for profit,2290,"$2,001-$3,000",13740,12000,0.873362445,1740,13740,1,0,13740,1,0
1892,Biology Methods and Protocols,2396-8923,,,,Oxford University Press (OUP),6,gold,not for profit,1120,"$1,001-$2,000",6720,6720,1,0,6720,1,0,6720,1,0
1893,Nature Ecology & Evolution,2397-334X,,,,Springer Nature,6,hybrid,for profit,12690,"$12,001-$13,000",76140,12000,0.157604413,64140,18000,0.236406619,58140,36000,0.472813239,40140
1894,Clinical Ophthalmology,1177-5467,1177-5483,,,Taylor & Francis,6,gold,for profit,2990,"$2,001-$3,000",17940,12000,0.668896321,5940,17940,1,0,17940,1,0
1895,Socius Sociological Research for a Dynamic World,2378-0231,,,,SAGE Publications,6,gold,for profit,1525,"$1,001-$2,000",9150,9150,1,0,9150,1,0,9150,1,0
1896,Wellcome Open Research,2398-502X,,,,Taylor & Francis,6,gold,for profit,1408,"$1,001-$2,000",8448,8448,1,0,8448,1,0,8448,1,0
1897,Biochimica et Biophysica Acta (BBA) - Reviews on Cancer,0304-419X,1879-2561,,,Elsevier,6,hybrid,for profit,5070,"$5,001-$6,000",30420,12000,0.394477318,18420,18000,0.591715976,12420,30420,1,0
1898,Journal of Cutaneous Pathology,0303-6987,1600-0560,,,Wiley,6,hybrid,for profit,3570,"$3,001-$4,000",21420,12000,0.56022409,9420,18000,0.840336134,3420,21420,1,0
1899,Asian Journal of Psychiatry,1876-2018,1876-2026,,,Elsevier,6,hybrid,for profit,3820,"$3,001-$4,000",22920,12000,0.523560209,10920,18000,0.785340314,4920,22920,1,0
1900,European Journal of Obstetrics & Gynecology and Reproductive Biology,0301-2115,1872-7654,,,Elsevier,6,hybrid,for profit,3440,"$3,001-$4,000",20640,12000,0.581395349,8640,18000,0.872093023,2640,20640,1,0
1901,Journal of Environmental Management,0301-4797,1095-8630,,,Elsevier,6,hybrid,for profit,3750,"$3,001-$4,000",22500,12000,0.533333333,10500,18000,0.8,4500,22500,1,0
1902,BMC Gastroenterology,1471-230X,,,,Springer Nature,6,gold,for profit,3190,"$3,001-$4,000",19140,12000,0.626959248,7140,18000,0.940438871,1140,19140,1,0
1903,Critical Public Health,0958-1596,1469-3682,,,Taylor & Francis,6,gold,for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1904,Frontiers in Epidemiology,2674-1199,,,,Frontiers,6,gold,for profit,2437.5,"$2,001-$3,000",14625,12000,0.820512821,2625,14625,1,0,14625,1,0
1905,Advanced Synthesis & Catalysis,1615-4150,1615-4169,,,Wiley,6,hybrid,for profit,4650,"$4,001-$5,000",27900,12000,0.430107527,15900,18000,0.64516129,9900,27900,1,0
1906,BJUI Compass,2688-4526,,,,Wiley,6,gold,for profit,2770,"$2,001-$3,000",16620,12000,0.722021661,4620,16620,1,0,16620,1,0
1907,Archives of Internal Medicine Research,2688-5654,,,,Fortune Journals,6,gold,for profit,2500,"$2,001-$3,000",15000,12000,0.8,3000,15000,1,0,15000,1,0
1908,BMC Palliative Care,1472-684X,,,,Springer Nature,6,gold,for profit,2990,"$2,001-$3,000",17940,12000,0.668896321,5940,17940,1,0,17940,1,0
1909,The Journal of Headache and Pain,1129-2369,1129-2377,,,Springer Nature,6,gold,for profit,3990,"$3,001-$4,000",23940,12000,0.501253133,11940,18000,0.751879699,5940,23940,1,0
1910,Archives of Dermatological Research,0340-3696,1432-069X,,,Springer Nature,6,hybrid,for profit,4790,"$4,001-$5,000",28740,12000,0.417536534,16740,18000,0.626304802,10740,28740,1,0
1911,Seminars in Radiation Oncology,1053-4296,1532-9461,,,Elsevier,6,hybrid,for profit,3330,"$3,001-$4,000",19980,12000,0.600600601,7980,18000,0.900900901,1980,19980,1,0
1912,Beilstein Journal of Organic Chemistry,2195-951X,1860-5397,,,Beilstein Institut,6,gold (diamond),not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1913,Advanced Materials Interfaces,2196-7350,,,,Wiley,6,gold,for profit,3100,"$3,001-$4,000",18600,12000,0.64516129,6600,18000,0.967741935,600,18600,1,0
1914,Journal of Experimental Orthopaedics,2197-1153,,,,Wiley,6,gold,for profit,1850,"$1,001-$2,000",11100,11100,1,0,11100,1,0,11100,1,0
1915,Southern African Journal of HIV Medicine,1608-9693,2078-6751,,,AOSIS,6,gold,for profit,920,"$1-$1,000",5520,5520,1,0,5520,1,0,5520,1,0
1916,The BMJ,0959-8138,1756-1833,,,BMJ,6,gold,for profit,7525,"$7,001-$8,000",45150,12000,0.265780731,33150,18000,0.398671096,27150,36000,0.797342193,9150
1917,Lupus,0961-2033,1477-0962,,,SAGE Publications,6,hybrid,for profit,4150,"$4,001-$5,000",24900,12000,0.481927711,12900,18000,0.722891566,6900,24900,1,0
1918,Communications Engineering,2731-3395,,,,Springer Nature,6,gold,for profit,2190,"$2,001-$3,000",13140,12000,0.913242009,1140,13140,1,0,13140,1,0
1919,npj Mental Health Research,2731-4251,,,,Springer Nature,6,gold,for profit,1390,"$1,001-$2,000",8340,8340,1,0,8340,1,0,8340,1,0
1920,Interventional Neuroradiology,1591-0199,2385-2011,,,SAGE Publications,6,hybrid,for profit,4150,"$4,001-$5,000",24900,12000,0.481927711,12900,18000,0.722891566,6900,24900,1,0
1921,Journal of Pediatric Urology,1477-5131,1873-4898,,,Elsevier,6,hybrid,for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1922,Journal of Advanced Research,2090-1232,2090-1224,,,Elsevier,6,gold,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1923,Academic Medicine,1040-2446,1938-808X,,,Wolters Kluwer,6,hybrid,for profit,4900,"$4,001-$5,000",29400,12000,0.408163265,17400,18000,0.612244898,11400,29400,1,0
1924,BMC Nutrition,2055-0928,,,,Springer Nature,6,gold,for profit,2290,"$2,001-$3,000",13740,12000,0.873362445,1740,13740,1,0,13740,1,0
1925,Humanities and Social Sciences Communications,2055-1045,2662-9992,,,Springer Nature,6,gold,for profit,1890,"$1,001-$2,000",11340,11340,1,0,11340,1,0,11340,1,0
1926,Multiple Sclerosis Journal - Experimental Translational and Clinical,2055-2173,,,,SAGE Publications,6,gold,for profit,2800,"$2,001-$3,000",16800,12000,0.714285714,4800,16800,1,0,16800,1,0
1927,Community Health Equity Research & Policy,2752-535X,2752-5368,,,SAGE Publications,6,hybrid,for profit,4150,"$4,001-$5,000",24900,12000,0.481927711,12900,18000,0.722891566,6900,24900,1,0
1928,Microvascular Research,0026-2862,1095-9319,,,Elsevier,6,hybrid,for profit,3340,"$3,001-$4,000",20040,12000,0.598802395,8040,18000,0.898203593,2040,20040,1,0
1929,International Journal of Audiology,1499-2027,1708-8186,,,Taylor & Francis,6,hybrid,for profit,3650,"$3,001-$4,000",21900,12000,0.547945205,9900,18000,0.821917808,3900,21900,1,0
1930,Journal of Pharmaceutical Sciences,1520-6017,0022-3549,,,Elsevier,6,hybrid,for profit,3620,"$3,001-$4,000",21720,12000,0.552486188,9720,18000,0.828729282,3720,21720,1,0
1931,JCEM Case Reports,2755-1520,,,,The Endocrine Society,6,gold,not for profit,1300,"$1,001-$2,000",7800,7800,1,0,7800,1,0,7800,1,0
1932,Journal of Extracellular Biology,2768-2811,,,,Wiley,6,gold,for profit,3260,"$3,001-$4,000",19560,12000,0.613496933,7560,18000,0.920245399,1560,19560,1,0
1933,Open Journal of Educational Research,2770-5552,,,,Science Publications (SCIPUB),6,gold,for profit,99,"$1-$1,000",594,594,1,0,594,1,0,594,1,0
1934,Journal of Neurosurgery,0022-3085,1933-0693,,,Journal of Neurosurgery Publishing Group (JNSPG),6,hybrid,not for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1935,American Journal of Lifestyle Medicine,1559-8276,1559-8284,,,SAGE Publications,6,hybrid,for profit,4150,"$4,001-$5,000",24900,12000,0.481927711,12900,18000,0.722891566,6900,24900,1,0
1936,International Immunopharmacology,1567-5769,1878-1705,,,Elsevier,6,hybrid,for profit,3220,"$3,001-$4,000",19320,12000,0.621118012,7320,18000,0.931677019,1320,19320,1,0
1937,Food & Function,2042-6496,2042-650X,,,Royal Society of Chemistry (RSC),6,hybrid,not for profit,4067,"$4,001-$5,000",24402,12000,0.49176297,12402,18000,0.737644455,6402,24402,1,0
1938,Skeletal Muscle,2044-5040,,,,Springer Nature,6,gold,for profit,2890,"$2,001-$3,000",17340,12000,0.692041522,5340,17340,1,0,17340,1,0
1939,Maturitas,0378-5122,1873-4111,,,Elsevier,6,hybrid,for profit,4390,"$4,001-$5,000",26340,12000,0.455580866,14340,18000,0.683371298,8340,26340,1,0
1940,Rural Mental Health,1935-942X,2163-8969,,,American Psychological Association (APA),6,hybrid,not for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1941,Skeletal Radiology,0364-2348,1432-2161,,,Springer Nature,6,hybrid,for profit,4590,"$4,001-$5,000",27540,12000,0.435729847,15540,18000,0.653594771,9540,27540,1,0
1942,ChemistrySelect,2365-6549,,,,Wiley,6,hybrid,for profit,3880,"$3,001-$4,000",23280,12000,0.515463918,11280,18000,0.773195876,5280,23280,1,0
1943,Neuromodulation Technology at the Neural Interface,1094-7159,1525-1403,,,Elsevier,6,hybrid,for profit,4110,"$4,001-$5,000",24660,12000,0.486618005,12660,18000,0.729927007,6660,24660,1,0
1944,Journal of the Association of Nurses in AIDS Care,1055-3290,1552-6917,,,Wolters Kluwer,6,hybrid,for profit,3500,"$3,001-$4,000",21000,12000,0.571428571,9000,18000,0.857142857,3000,21000,1,0
1945,Brain Informatics,2198-4018,2198-4026,,,Springer Nature,6,gold,for profit,1090,"$1,001-$2,000",6540,6540,1,0,6540,1,0,6540,1,0
1946,Pediatric Allergy and Immunology,0905-6157,1399-3038,,,Wiley,6,hybrid,for profit,5300,"$5,001-$6,000",31800,12000,0.377358491,19800,18000,0.566037736,13800,31800,1,0
1947,Molecular Carcinogenesis,0899-1987,1098-2744,,,Wiley,6,hybrid,for profit,4490,"$4,001-$5,000",26940,12000,0.445434298,14940,18000,0.668151448,8940,26940,1,0
1948,American Journal of Men's Health,1557-9883,1557-9891,,,SAGE Publications,6,gold,for profit,2800,"$2,001-$3,000",16800,12000,0.714285714,4800,16800,1,0,16800,1,0
1949,The Plant Journal,0960-7412,1365-313X,,,Wiley,6,hybrid,for profit,5450,"$5,001-$6,000",32700,12000,0.366972477,20700,18000,0.550458716,14700,32700,1,0
1950,Journal of Health and Social Behavior,0022-1465,2150-6000,,,SAGE Publications,6,hybrid,for profit,3900,"$3,001-$4,000",23400,12000,0.512820513,11400,18000,0.769230769,5400,23400,1,0
1951,Journal of Drug Issues,0022-0426,1945-1369,,,SAGE Publications,6,hybrid,for profit,3650,"$3,001-$4,000",21900,12000,0.547945205,9900,18000,0.821917808,3900,21900,1,0
1952,Journal of Experimental Child Psychology,0022-0965,1096-0457,,,Elsevier,6,hybrid,for profit,3500,"$3,001-$4,000",21000,12000,0.571428571,9000,18000,0.857142857,3000,21000,1,0
1953,Annual Review of Biomedical Engineering,1523-9829,1545-4274,,,Annual Reviews,6,S2O,not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1954,Frontiers in Neuroimaging,2813-1193,,,,Frontiers,6,gold,for profit,2437.5,"$2,001-$3,000",14625,12000,0.820512821,2625,14625,1,0,14625,1,0
1955,Journal of Colloid and Interface Science,0021-9797,1095-7103,,,Elsevier,6,hybrid,for profit,4470,"$4,001-$5,000",26820,12000,0.447427293,14820,18000,0.67114094,8820,26820,1,0
1956,Journal of Communication Disorders,0021-9924,1873-7994,,,Elsevier,6,hybrid,for profit,3960,"$3,001-$4,000",23760,12000,0.505050505,11760,18000,0.757575758,5760,23760,1,0
1957,Journal of Counseling Psychology,0022-0167,1939-2168,,,American Psychological Association (APA),6,hybrid,not for profit,3000,"$2,001-$3,000",18000,12000,0.666666667,6000,18000,1,0,18000,1,0
1958,Biomaterials Advances,2772-9516,2772-9508,,,Elsevier,6,hybrid,for profit,3750,"$3,001-$4,000",22500,12000,0.533333333,10500,18000,0.8,4500,22500,1,0
1959,Journal of Clinical Neurophysiology,0736-0258,1537-1603,,,Wolters Kluwer,6,hybrid,for profit,4100,"$4,001-$5,000",24600,12000,0.487804878,12600,18000,0.731707317,6600,24600,1,0
1960,Journal of Ocular Pharmacology and Therapeutics,1080-7683,1557-7732,,,Mary Ann Liebert,6,hybrid,for profit,3600,"$3,001-$4,000",21600,12000,0.555555556,9600,18000,0.833333333,3600,21600,1,0
1961,The Journal of Deaf Studies and Deaf Education,1081-4159,1465-7325,,,Oxford University Press (OUP),6,hybrid,not for profit,4363,"$4,001-$5,000",26178,12000,0.458400183,14178,18000,0.687600275,8178,26178,1,0
1962,Current Opinion in Psychology,2352-250X,2352-2518,,,Elsevier,6,hybrid,for profit,4260,"$4,001-$5,000",25560,12000,0.469483568,13560,18000,0.704225352,7560,25560,1,0
1963,Journal of the Optical Society of America A,1084-7529,1520-8532,,,Optica Publishing Group,6,hybrid,not for profit,2440,"$2,001-$3,000",14640,12000,0.819672131,2640,14640,1,0,14640,1,0
1964,Journal of Chemical Education,0021-9584,1938-1328,,,American Chemical Society (ACS),6,hybrid,not for profit,4500,"$4,001-$5,000",27000,12000,0.444444444,15000,18000,0.666666667,9000,27000,1,0
1965,Disability and Rehabilitation,0963-8288,1464-5165,,,Taylor & Francis,6,hybrid,for profit,4390,"$4,001-$5,000",26340,12000,0.455580866,14340,18000,0.683371298,8340,26340,1,0
1966,Liver Transplantation,1527-6465,1527-6473,,,Wolters Kluwer,6,hybrid,for profit,2800,"$2,001-$3,000",16800,12000,0.714285714,4800,16800,1,0,16800,1,0
1967,International Journal of Biometeorology,0020-7128,1432-1254,,,Springer Nature,6,hybrid,for profit,3890,"$3,001-$4,000",23340,12000,0.514138817,11340,18000,0.771208226,5340,23340,1,0
1968,Crystal Growth & Design,1528-7483,1528-7505,,,American Chemical Society (ACS),6,hybrid,not for profit,4500,"$4,001-$5,000",27000,12000,0.444444444,15000,18000,0.666666667,9000,27000,1,0
1969,Parenting,1529-5192,1532-7922,,,Taylor & Francis,6,hybrid,for profit,3650,"$3,001-$4,000",21900,12000,0.547945205,9900,18000,0.821917808,3900,21900,1,0
1970,Experimental Cell Research,0014-4827,1090-2422,,,Elsevier,6,hybrid,for profit,3270,"$3,001-$4,000",19620,12000,0.611620795,7620,18000,0.917431193,1620,19620,1,0
1971,Annual Review of Pathology Mechanisms of Disease,1553-4006,1553-4014,,,Annual Reviews,6,S2O,not for profit,0,0,0,0,1,0,0,1,0,0,1,0
1972,Gene Therapy,0969-7128,1476-5462,,,Springer Nature,6,hybrid,for profit,5590,"$5,001-$6,000",33540,12000,0.357781753,21540,18000,0.53667263,15540,33540,1,0
1973,Applied Radiation and Isotopes,0969-8043,1872-9800,,,Elsevier,6,hybrid,for profit,3220,"$3,001-$4,000",19320,12000,0.621118012,7320,18000,0.931677019,1320,19320,1,0
1974,Nuclear Medicine and Biology,0969-8051,1872-9614,,,Elsevier,6,hybrid,for profit,3740,"$3,001-$4,000",22440,12000,0.534759358,10440,18000,0.802139037,4440,22440,1,0
1975,Polymers,2073-4360,,,,MDPI,6,gold,for profit,3375,"$3,001-$4,000",20250,12000,0.592592593,8250,18000,0.888888889,2250,20250,1,0
1976,npj Biosensing,3004-8656,,,,Springer Nature,6,gold,for profit,2590,"$2,001-$3,000",15540,12000,0.772200772,3540,15540,1,0,15540,1,0
1977,Technology & Innovation,1949-8241,1949-825X,,,Taylor & Francis,6,gold,for profit,1680,"$1,001-$2,000",10080,10080,1,0,10080,1,0,10080,1,0
1978,Education Sciences,2227-7102,2227-7102,,,MDPI,6,gold,for profit,2250,"$2,001-$3,000",13500,12000,0.888888889,1500,13500,1,0,13500,1,0
1980,Journal of Mass Spectrometry,1076-5174,1096-9888,,,Wiley,6,hybrid,for profit,4430,"$4,001-$5,000",26580,12000,0.451467269,14580,18000,0.677200903,8580,26580,1,0
1981,American Journal on Intellectual and Developmental Disabilities,1944-7515,1944-7588,1944-7558,,American Association on Intellectual and Developmental Disabilities (AAIDD),6,hybrid,not for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1982,Epigenomes,2075-4655,,,,MDPI,6,gold,for profit,2000,"$1,001-$2,000",12000,12000,1,0,12000,1,0,12000,1,0
1983,Evolution Letters,2056-3744,,,,Oxford University Press (OUP),6,gold,not for profit,2678,"$2,001-$3,000",16068,12000,0.74682599,4068,16068,1,0,16068,1,0
1984,RMD Open,2056-5933,,,,BMJ,6,gold,for profit,4858,"$4,001-$5,000",29148,12000,0.411692054,17148,18000,0.617538082,11148,29148,1,0
1985,The American Journal of Geriatric Psychiatry Open Science Education and Practice,2950-3868,,,,Elsevier,6,gold,for profit,2700,"$2,001-$3,000",16200,12000,0.740740741,4200,16200,1,0,16200,1,0
1986,Photoacoustics,2213-5979,,,,Elsevier,6,gold,for profit,3200,"$3,001-$4,000",19200,12000,0.625,7200,18000,0.9375,1200,19200,1,0
1987,Traffic Injury Prevention,1538-9588,1538-957X,,,Taylor & Francis,6,hybrid,for profit,4000,"$3,001-$4,000",24000,12000,0.5,12000,18000,0.75,6000,24000,1,0
1988,The Astrophysical Journal,0004-637X,1538-4357,,,IOP Publishing,6,gold,for profit,3162,"$3,001-$4,000",18972,12000,0.632511069,6972,18000,0.948766603,972,18972,1,0
1989,Animal Behaviour,0003-3472,1095-8282,,,Elsevier,6,hybrid,for profit,2740,"$2,001-$3,000",16440,12000,0.729927007,4440,16440,1,0,16440,1,0
1990,Annals of Otology Rhinology & Laryngology,0003-4894,1943-572X,,,SAGE Publications,6,hybrid,for profit,4150,"$4,001-$5,000",24900,12000,0.481927711,12900,18000,0.722891566,6900,24900,1,0
1991,Journal of Oral Microbiology,2000-2297,,,,Taylor & Francis,6,gold,for profit,3300,"$3,001-$4,000",19800,12000,0.606060606,7800,18000,0.909090909,1800,19800,1,0
1992,Behavior Genetics,0001-8244,1573-3297,,,Springer Nature,6,hybrid,for profit,3390,"$3,001-$4,000",20340,12000,0.589970501,8340,18000,0.884955752,2340,20340,1,0
